passage_ID,raw,mask_words,statement,answer,raw_1sent,raw_3sent,raw_5sent
4,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,the sixth and last chime of the clock rang in her ears,Shirley began to stir from her sleep as she listened to the sound of the clock .,T,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,The chiming of the old grandfather clock echoed through the quiet house. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. She quickly changed into her weekend clothes before going downstairs for something to eat.," She quickly changed into her weekend clothes before going downstairs for something to eat. She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk."
4,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,her ears,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in the early morning hours .,T,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,The chiming of the old grandfather clock echoed through the quiet house. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. She quickly changed into her weekend clothes before going downstairs for something to eat.," She quickly changed into her weekend clothes before going downstairs for something to eat. She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk."
4,"As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path.",Shirley made her way from the house to the sheds,"As Shirley walked to the stables , she played a game of hopscotch with the puddles of rainwater that were in her path .",T,"As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path.","Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path. Soon, she entered the stables where Sputnik was locked away.","It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path. Soon, she entered the stables where Sputnik was locked away. Soon, she entered the stables where Sputnik was locked away. There, on a bed of hay, lay a lovely baby filly, just two hours old."
4,The chiming of the old grandfather clock echoed through the quiet house.,The chiming of the old grandfather clock,The sound of the alarm clock echoed through the quiet house .,F,The chiming of the old grandfather clock echoed through the quiet house.,The chiming of the old grandfather clock echoed through the quiet house. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,The chiming of the old grandfather clock echoed through the quiet house. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. She quickly changed into her weekend clothes before going downstairs for something to eat.
4,"Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack.",Five,It had been a long time since Shirley had seen her in the stables and she was eager to see what had happened to her old friend .,F,"Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack.","It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path.","Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk. It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path. Soon, she entered the stables where Sputnik was locked away."
4,"There, on a bed of hay, lay a lovely baby filly, just two hours old.",a bed of hay,"There , on the floor of the stable , lay a lovely baby filly , just two hours old .",F,"There, on a bed of hay, lay a lovely baby filly, just two hours old.","Soon, she entered the stables where Sputnik was locked away. There, on a bed of hay, lay a lovely baby filly, just two hours old. Above her and standing proudly on guard was the grey Sputnik.","As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path. Soon, she entered the stables where Sputnik was locked away. There, on a bed of hay, lay a lovely baby filly, just two hours old. Above her and standing proudly on guard was the grey Sputnik. Above her and standing proudly on guard was the grey Sputnik. Shirley jumped for joy before spinning around and charging back to the house to tell the others the good news."
4,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,her sleep,She sat up in bed as the sixth and last chime of the clock rang in her ears .,F,Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears.,The chiming of the old grandfather clock echoed through the quiet house. Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. She quickly changed into her weekend clothes before going downstairs for something to eat.," She quickly changed into her weekend clothes before going downstairs for something to eat. She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk."
4,"Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk.",by a cup of warm milk,"Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast , followed by a glass of milk and a cup of coffee .",F,"Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk.","She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk. It was time to check the stable to see if old Sputnik had given birth to a new foal.","Shirley began to stir from her sleep as the sixth and last chime of the clock rang in her ears. She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk. It was time to check the stable to see if old Sputnik had given birth to a new foal. It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack."
4,"Taking Shirley 's diary from the bookshelf, Shirley wrote ‘ Born on the tenth day of the tenth month, a little filly with wobbly legs – Shirley think Shirley ’ll call her ‘ Legs Go ’.",‘ Born,"“On the tenth day of the tenth month , on the tenth hour of the tenth day , a little fillys with wobbly legs – Shirley think Shirley ’ll call her ‘ Legs Go ’ .",F,"Taking her diary from the bookshelf, she wrote ‘Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I’ll call her ‘Legs Go’.","Before long, Shirley was off to the study room where all her homework was done. Taking her diary from the bookshelf, she wrote ‘Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I’ll call her ‘Legs Go’.","“It’s a filly, the same colour as her mum,” replied an excited Shirley. Before long, Shirley was off to the study room where all her homework was done. Taking her diary from the bookshelf, she wrote ‘Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I’ll call her ‘Legs Go’."
4,"Before long, Shirley was off to the study room where all her homework was done.",all her homework was done,"Before long , Shirley was off to the study room where she found her mother’s old diary .",F,"Before long, Shirley was off to the study room where all her homework was done.","“It’s a filly, the same colour as her mum,” replied an excited Shirley. Before long, Shirley was off to the study room where all her homework was done. Taking her diary from the bookshelf, she wrote ‘Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I’ll call her ‘Legs Go’.","“Well, tell us, Shirley, is it a filly or a colt?” she asked. “It’s a filly, the same colour as her mum,” replied an excited Shirley. Before long, Shirley was off to the study room where all her homework was done. Taking her diary from the bookshelf, she wrote ‘Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I’ll call her ‘Legs Go’."
4,It was time to check the stable to see if old Sputnik had given birth to a new foal.,the stable,Shirley went to the stables to see if old Sputnik had given birth to a new foal .,T,It was time to check the stable to see if old Sputnik had given birth to a new foal.,"Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk. It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack.","She quickly changed into her weekend clothes before going downstairs for something to eat. Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk. It was time to check the stable to see if old Sputnik had given birth to a new foal. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack. As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path."
5,"In many countries, cars on the roads cause problems for people.",cars on the roads,"In many countries , high levels of lead in the air and water cause problems for people .",F,"In many countries, cars on the roads cause problems for people.","In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year.","In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year. Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe."
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,to leave their cars at home and use public transport such as buses and trains,One way is to ask drivers to reduce the number of cars on the roads .,T,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,helping to reduce the number of cars on the roads,The government can consider rewarding these people for using public transport .,T,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,"However, some doctors believe a chemical called benzene can be dangerous to our health.",a chemical called benzene can be dangerous to our health,"However , some doctors believe that there is a chemical in the fuel that can cause cancer .",T,"However, some doctors believe a chemical called benzene can be dangerous to our health.","This is generally safe for people to use. However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.","New cars use unleaded petrol. This is generally safe for people to use. However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them."
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",of ways to prevent them,"At certain times of the day , traffic jams are a problem on our main roads and governments have to think about how they can reduce the number of cars on the roads .",T,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads."
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,public transport such as buses and trains,One way is to ask drivers to leave their cars at home and use public transport to get to work or school .,T,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,Lead is used in petrol to prevent the wearing away of parts inside the engine.,the wearing away of parts inside the engine,Lead is used in petrol to prevent it from breaking down in the body .,F,Lead is used in petrol to prevent the wearing away of parts inside the engine.,"Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine. New cars use unleaded petrol.","Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine. New cars use unleaded petrol. New cars use unleaded petrol. This is generally safe for people to use."
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",ways to prevent them,"At certain times of the day , traffic jams are a problem on our main roads and governments have to think of ways of reducing the number of cars on our roads .",T,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads."
5,"Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.",lead into the air we breathe,"Car exhausts also pour out dangerous fumes , containing heavy metals .",T,"Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.","Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine.","In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine. Lead is used in petrol to prevent the wearing away of parts inside the engine. New cars use unleaded petrol."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,rewarding these people for helping to reduce the number of cars on the roads,"The government can consider other ways to reduce the number of cars on the road and reduce the traffic jams caused by traffic jams, such as by using smart meters, for example, or by-passing traffic lights/signs/signboards/signages/signage/signposts/lights/signal/sign/sign_sign/Sign_sign_Sign_Sign/Sign-Sign/ Sign_SignSignSign_PassSign_CheckSign_Cross_Check",F,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,One way has been proven effective for most countries.,most countries,One way has been proven effective for reducing traffic congestion is to encourage people to take public transport .,T,It has been proven effective for most countries.,The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.
5,Thousands of pedestrians and drivers are killed in road accidents each year.,road accidents,Thousands of pedestrians and drivers are killed in accidents caused by cars each year .,T,Thousands of pedestrians and drivers are killed in road accidents each year.,"In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe."," Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine."
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,buses and trains,"One way is to ask drivers to leave their cars at home and use public transport such as buses, trams and taxis .",T,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,to reduce the number of cars on the roads,The government can consider rewarding these people for helping to reduce the number of traffic jams on our roads .,T,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,these people,The government can consider rewarding drivers who take public transport for helping to reduce the number of cars on the roads .,T,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads. It has been proven effective for most countries."
5,"In many countries, cars on the roads cause problems for people.",the roads,"In many countries , cars on the road are not only dangerous , but also cause problems for people .",T,"In many countries, cars on the roads cause problems for people.","In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year.","In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year. Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe."
5,The chemical is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.,unleaded petrol is used in cars that are not suitable for unleaded fuel,The chemical is produced when benzene is burned in the presence of other chemicals .,F,It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.,"However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","This is generally safe for people to use. However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains."
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",certain times of the day,"As we all know , traffic jams are a problem on our main roads and governments have to think of ways to prevent them .",T,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health. It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel. At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. One way is to ask drivers to leave their cars at home and use public transport such as buses and trains. The government can consider rewarding these people for helping to reduce the number of cars on the roads."
5,Thousands of pedestrians and drivers are killed in road accidents each year.,pedestrians and drivers,Thousands of people are killed in road accidents each year .,T,Thousands of pedestrians and drivers are killed in road accidents each year.,"In many countries, cars on the roads cause problems for people. Thousands of pedestrians and drivers are killed in road accidents each year. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe."," Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Car exhausts also pour out dangerous fumes, containing lead into the air we breathe. Lead is used in petrol to prevent the wearing away of parts inside the engine."
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,the newspaper that many buildings gave way and thousands lost their homes,I read on the internet that there was an earthquake in the same area as the one in China .,F,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news. I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people. Then last night, I heard about the earthquake in Lombok, Indonesia on the news. I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time. Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors."
6,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.",scientists to invent a machine to predict earthquakes one day to help everyone,"With new and better technology , I expect more and more of these earthquakes to happen in the future .",F,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.","However, some are too far below the surface to be felt. With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well.","Most earthquakes happen 80 kilometres or less below the Earth’s surface. However, some are too far below the surface to be felt. With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well. I hope you and your family in Indonesia will stay safe and well. Take care and write soon!"
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,many buildings gave way and thousands lost their homes,I read on the newspaper that there was a tsunami in the area .,F,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news. I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people. Then last night, I heard about the earthquake in Lombok, Indonesia on the news. I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time. Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors."
6,Eric hope mary and your family in Indonesia will stay safe and well.,stay safe and well,Eric hope mary and your family in Indonesia will be able to get back to normal soon .,T,I hope you and your family in Indonesia will stay safe and well.,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well. Take care and write soon!","However, some are too far below the surface to be felt. With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well. Take care and write soon! Take care and write soon! Cheers, Cousin Eric"
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,the area mary lived in,I was also relieved to hear that I did not feel any of the earthquakes .,F,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet. I got more interested and concerned, so I continued searching on the Internet. I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too."
6,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,the largest earthquake happened in Chile in May 1960,"I found out from the Internet that there was an earthquake that happened in the Philippines last year that killed more than 1,000 people .",F,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,"My father and I were just discussing about earthquakes for my school project last week. I found out from the Internet that the largest earthquake happened in Chile in May 1960. Also, an earthquake that happened in 1556 in China killed the most number of people.","Dear Cousin Mary, How are you? My father and I were just discussing about earthquakes for my school project last week. I found out from the Internet that the largest earthquake happened in Chile in May 1960. Also, an earthquake that happened in 1556 in China killed the most number of people. Also, an earthquake that happened in 1556 in China killed the most number of people. Then last night, I heard about the earthquake in Lombok, Indonesia on the news."
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,to hear that the area mary lived in only experienced some slight tremors,I also realised that there are no earthquakes in the Philippines .,F,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet. I got more interested and concerned, so I continued searching on the Internet. I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too."
6,"Also, an earthquake that happened in 1556 in China killed the most number of people.",happened in 1556 in China,"Also , an earthquake that took place in the Philippines in August of last year killed the most number of people .",F,"Also, an earthquake that happened in 1556 in China killed the most number of people.","I found out from the Internet that the largest earthquake happened in Chile in May 1960. Also, an earthquake that happened in 1556 in China killed the most number of people. Then last night, I heard about the earthquake in Lombok, Indonesia on the news.","My father and I were just discussing about earthquakes for my school project last week. I found out from the Internet that the largest earthquake happened in Chile in May 1960. Also, an earthquake that happened in 1556 in China killed the most number of people. Then last night, I heard about the earthquake in Lombok, Indonesia on the news. Then last night, I heard about the earthquake in Lombok, Indonesia on the news. I read on the newspaper that many buildings gave way and thousands lost their homes."
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,some slight tremors,I was also relieved to hear that the area mary lived in only experienced a small earthquake .,T,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes. Luckily, there is no tsunami this time. I was also relieved to hear that the area you lived in only experienced some slight tremors. I got more interested and concerned, so I continued searching on the Internet. I got more interested and concerned, so I continued searching on the Internet. I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too."
6,Some earthquakes happened deep in the sea and are not noticed by people on land.,by people on land,Some earthquakes happened deep in the sea and are not noticed by the human eye .,T,Some earthquakes happened deep in the sea and are not noticed by people on land.,I also found out that Indonesia sits on the Pacific “Ring of Fire” where many earthquakes and volcanic eruptions occur. Some earthquakes happened deep in the sea and are not noticed by people on land. Most earthquakes happen 80 kilometres or less below the Earth’s surface.,"I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too. I also found out that Indonesia sits on the Pacific “Ring of Fire” where many earthquakes and volcanic eruptions occur. Some earthquakes happened deep in the sea and are not noticed by people on land. Most earthquakes happen 80 kilometres or less below the Earth’s surface. Most earthquakes happen 80 kilometres or less below the Earth’s surface. However, some are too far below the surface to be felt."
6,Eric hope mary and your family in Indonesia will stay safe and well.,mary and your family in Indonesia will stay safe and well,"In the meantime , I hope you have a good day .",T,I hope you and your family in Indonesia will stay safe and well.,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well. Take care and write soon!","However, some are too far below the surface to be felt. With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone. I hope you and your family in Indonesia will stay safe and well. Take care and write soon! Take care and write soon! Cheers, Cousin Eric"
