passage_ID,raw,mask_words,statement,raw_1sent,raw_3sent,raw_5sent,label,ori_statement
4,"Before long, Shirley was off to the study room where all her homework was done.",all her homework was done,Shirley was off to the study room where she found her mother ’s old diary.,"Before long, Shirley was off to the study room where all her homework was done.","""It's a filly, the same colour as her mum,"" replied an excited Shirley.Before long, Shirley was off to the study room where all her homework was done.Taking her diary from the bookshelf, she wrote 'Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I'll call her 'Legs Go'.","she asked.""It's a filly, the same colour as her mum,"" replied an excited Shirley.Before long, Shirley was off to the study room where all her homework was done.Taking her diary from the bookshelf, she wrote 'Born on the tenth day of the tenth month, a little filly with wobbly legs – I think I'll call her 'Legs Go'.-1",0,"Before long , Shirley was off to the study room where she found her mother’s old diary ."
4,It was time to check the stable to see if old Sputnik had given birth to a new foal.,the stable,Shirley went to the stables to see if old Sputnik had given birth to a new foal.,It was time to check the stable to see if old Sputnik had given birth to a new foal.,"Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk.It was time to check the stable to see if old Sputnik had given birth to a new foal.Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack.","She quickly changed into her weekend clothes before going downstairs for something to eat.Shirley was hungry and it did not take her long to devour a plate of cereal and three pieces of toast, followed by a cup of warm milk.It was time to check the stable to see if old Sputnik had given birth to a new foal.Five years ago, Sputnik had been a champion racehorse, winning seven races from only a dozen starts before a leg injury forced her to retire from the racetrack.As Shirley made her way from the house to the sheds, she played a game of hopscotch with the puddles of rainwater that were in her path.",1,Shirley went to the stables to see if old Sputnik had given birth to a new foal .
5,"In many countries, cars on the roads cause problems for people.",cars on the roads,High levels of lead in the air and water cause problems for people.,"In many countries, cars on the roads cause problems for people.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.",0,"In many countries , high levels of lead in the air and water cause problems for people ."
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,to leave their cars at home and use public transport such as buses and trains,One way is to ask drivers to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.",1,One way is to ask drivers to reduce the number of cars on the roads .
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,helping to reduce the number of cars on the roads,The government can consider rewarding these people for using public transport.,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1",1,The government can consider rewarding these people for using public transport .
5,"However, some doctors believe a chemical called benzene can be dangerous to our health.",a chemical called benzene can be dangerous to our health,Some doctors believe that there is a chemical in the fuel that can cause cancer.,"However, some doctors believe a chemical called benzene can be dangerous to our health.","This is generally safe for people to use.However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.","New cars use unleaded petrol.This is generally safe for people to use.However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",1,"However , some doctors believe that there is a chemical in the fuel that can cause cancer ."
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",of ways to prevent them,Traffic jams are a problem on our main roads and governments have to think about how they can reduce the number of cars on the roads.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.",1,"At certain times of the day , traffic jams are a problem on our main roads and governments have to think about how they can reduce the number of cars on the roads ."
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,public transport such as buses and trains,One way is to ask drivers to leave their cars at home and use public transport to get to work or school.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.",1,One way is to ask drivers to leave their cars at home and use public transport to get to work or school .
5,Lead is used in petrol to prevent the wearing away of parts inside the engine.,the wearing away of parts inside the engine,Lead is used in petrol to prevent it from breaking down in the body.,Lead is used in petrol to prevent the wearing away of parts inside the engine.,"Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.New cars use unleaded petrol.","Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.New cars use unleaded petrol.This is generally safe for people to use.",0,Lead is used in petrol to prevent it from breaking down in the body .
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",ways to prevent them,Traffic jams are a problem on our main roads and governments have to think of ways of reducing the number of cars on our roads.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.",1,"At certain times of the day , traffic jams are a problem on our main roads and governments have to think of ways of reducing the number of cars on our roads ."
5,"Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.",lead into the air we breathe,"Car exhausts also pour out dangerous fumes, containing heavy metals.","Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.","Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.New cars use unleaded petrol.",1,"Car exhausts also pour out dangerous fumes , containing heavy metals ."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,rewarding these people for helping to reduce the number of cars on the roads,"The government can consider other ways to reduce the number of cars on the road and reduce the traffic jams caused by traffic jams, such as by using smart meters, for example, or by-passing traffic lights/signs/signboards/signages/signage/signposts/lights/signal/sign/sign_sign/Sign_sign_Sign_Sign/Sign-Sign/Sign_SignSignSign_PassSign_CheckSign_Cross_Check",The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1",0,"The government can consider other ways to reduce the number of cars on the road and reduce the traffic jams caused by traffic jams, such as by using smart meters, for example, or by-passing traffic lights/signs/signboards/signages/signage/signposts/lights/signal/sign/sign_sign/Sign_sign_Sign_Sign/Sign-Sign/ Sign_SignSignSign_PassSign_CheckSign_Cross_Check"
5,One way has been proven effective for most countries.,most countries,One way has been proven effective for reducing traffic congestion is to encourage people to take public transport.,It has been proven effective for most countries.,The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1-1,1,One way has been proven effective for reducing traffic congestion is to encourage people to take public transport .
5,Thousands of pedestrians and drivers are killed in road accidents each year.,road accidents,Thousands of pedestrians and drivers are killed in accidents caused by cars each year.,Thousands of pedestrians and drivers are killed in road accidents each year.,"In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.",1,Thousands of pedestrians and drivers are killed in accidents caused by cars each year .
5,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,buses and trains,"One way is to ask drivers to leave their cars at home and use public transport such as buses, trams and taxis.",One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.",1,"One way is to ask drivers to leave their cars at home and use public transport such as buses, trams and taxis ."
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,to reduce the number of cars on the roads,The government can consider rewarding these people for helping to reduce the number of traffic jams on our roads.,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1",1,The government can consider rewarding these people for helping to reduce the number of traffic jams on our roads .
5,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,these people,The government can consider rewarding drivers who take public transport for helping to reduce the number of cars on the roads.,The government can consider rewarding these people for helping to reduce the number of cars on the roads.,One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.It has been proven effective for most countries.-1",1,The government can consider rewarding drivers who take public transport for helping to reduce the number of cars on the roads .
5,"In many countries, cars on the roads cause problems for people.",the roads,"Cars on the road are not only dangerous, but also cause problems for people.","In many countries, cars on the roads cause problems for people.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.",1,"In many countries , cars on the road are not only dangerous , but also cause problems for people ."
5,The chemical is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.,unleaded petrol is used in cars that are not suitable for unleaded fuel,The chemical is produced when benzene is burned in the presence of other chemicals.,It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.,"However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","This is generally safe for people to use.However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.",0,The chemical is produced when benzene is burned in the presence of other chemicals .
5,"At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.",certain times of the day,"As we all know, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.","It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.","However, some doctors believe a chemical called benzene can be dangerous to our health.It is produced when unleaded petrol is used in cars that are not suitable for unleaded fuel.At certain times of the day, traffic jams are a problem on our main roads and governments have to think of ways to prevent them.One way is to ask drivers to leave their cars at home and use public transport such as buses and trains.The government can consider rewarding these people for helping to reduce the number of cars on the roads.",1,"As we all know , traffic jams are a problem on our main roads and governments have to think of ways to prevent them ."
5,Thousands of pedestrians and drivers are killed in road accidents each year.,pedestrians and drivers,Thousands of people are killed in road accidents each year.,Thousands of pedestrians and drivers are killed in road accidents each year.,"In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.","In many countries, cars on the roads cause problems for people.Thousands of pedestrians and drivers are killed in road accidents each year.Car exhausts also pour out dangerous fumes, containing lead into the air we breathe.Lead is used in petrol to prevent the wearing away of parts inside the engine.",1,Thousands of people are killed in road accidents each year .
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,the newspaper that many buildings gave way and thousands lost their homes,I read on the internet that there was an earthquake in the same area as the one in China.,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.",0,I read on the internet that there was an earthquake in the same area as the one in China .
6,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.",scientists to invent a machine to predict earthquakes one day to help everyone,I expect more and more of these earthquakes to happen in the future.,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.","However, some are too far below the surface to be felt.With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.","Most earthquakes happen 80 kilometres or less below the Earth's surface.However, some are too far below the surface to be felt.With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.Take care and write soon!",0,"With new and better technology , I expect more and more of these earthquakes to happen in the future ."
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,many buildings gave way and thousands lost their homes,I read on the newspaper that there was a tsunami in the area.,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.",0,I read on the newspaper that there was a tsunami in the area .
6,Eric hope mary and your family in Indonesia will stay safe and well.,stay safe and well,Eric hope mary and your family in Indonesia will be able to get back to normal soon.,I hope you and your family in Indonesia will stay safe and well.,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.Take care and write soon!","However, some are too far below the surface to be felt.With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.Take care and write soon!-1",1,Eric hope mary and your family in Indonesia will be able to get back to normal soon .
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,the area mary lived in,I was also relieved to hear that I did not feel any of the earthquakes.,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.",0,I was also relieved to hear that I did not feel any of the earthquakes .
6,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,the largest earthquake happened in Chile in May 1960,"I found out from the Internet that there was an earthquake that happened in the Philippines last year that killed more than 1,000 people.",I found out from the Internet that the largest earthquake happened in Chile in May 1960.,"My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.","Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.",0,"I found out from the Internet that there was an earthquake that happened in the Philippines last year that killed more than 1,000 people ."
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,to hear that the area mary lived in only experienced some slight tremors,I also realised that there are no earthquakes in the Philippines.,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.",0,I also realised that there are no earthquakes in the Philippines .
6,"Also, an earthquake that happened in 1556 in China killed the most number of people.",happened in 1556 in China,An earthquake that took place in the Philippines in August of last year killed the most number of people.,"Also, an earthquake that happened in 1556 in China killed the most number of people.","I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.","My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.",0,"Also , an earthquake that took place in the Philippines in August of last year killed the most number of people ."
6,I was also relieved to hear that the area mary lived in only experienced some slight tremors.,some slight tremors,I was also relieved to hear that the area mary lived in only experienced a small earthquake.,I was also relieved to hear that the area you lived in only experienced some slight tremors.,"Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.","I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.",1,I was also relieved to hear that the area mary lived in only experienced a small earthquake .
6,Some earthquakes happened deep in the sea and are not noticed by people on land.,by people on land,Some earthquakes happened deep in the sea and are not noticed by the human eye.,Some earthquakes happened deep in the sea and are not noticed by people on land.,"I also found out that Indonesia sits on the Pacific ""Ring of Fire"" where many earthquakes and volcanic eruptions occur.Some earthquakes happened deep in the sea and are not noticed by people on land.Most earthquakes happen 80 kilometres or less below the Earth's surface.","I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.I also found out that Indonesia sits on the Pacific ""Ring of Fire"" where many earthquakes and volcanic eruptions occur.Some earthquakes happened deep in the sea and are not noticed by people on land.Most earthquakes happen 80 kilometres or less below the Earth's surface.However, some are too far below the surface to be felt.",1,Some earthquakes happened deep in the sea and are not noticed by the human eye .
6,Eric hope mary and your family in Indonesia will stay safe and well.,mary and your family in Indonesia will stay safe and well,I hope you have a good day.,I hope you and your family in Indonesia will stay safe and well.,"With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.Take care and write soon!","However, some are too far below the surface to be felt.With new and better technology, I expect scientists to invent a machine to predict earthquakes one day to help everyone.I hope you and your family in Indonesia will stay safe and well.Take care and write soon!-1",1,"In the meantime , I hope you have a good day ."
6,"I got more interested and concerned, so I continued searching on the Internet.",searching on the Internet,"I got more interested and concerned, so I continued to look up information about earthquakes in Indonesia.","I got more interested and concerned, so I continued searching on the Internet.","I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.","Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.I also found out that Indonesia sits on the Pacific ""Ring of Fire"" where many earthquakes and volcanic eruptions occur.",1,"I got more interested and concerned , so I continued to look up information about earthquakes in Indonesia ."
6,"Also, an earthquake that happened in 1556 in China killed the most number of people.",an earthquake,Eric found out that the earthquake that happened in 1556 in China killed the most number of people.,"Also, an earthquake that happened in 1556 in China killed the most number of people.","I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.","My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.",1,"Also , Eric found out that the earthquake that happened in 1556 in China killed the most number of people ."
6,Eric 's father and I were just discussing about earthquakes for Eric 's school project last week.,Eric 's school project,Eric's father and I were just discussing about earthquakes for the first time in a long time.,My father and I were just discussing about earthquakes for my school project last week.,"Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.","Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.",0,Eric 's father and I were just discussing about earthquakes for the first time in a long time .
6,Eric 's father and I were just discussing about earthquakes for Eric 's school project last week.,earthquakes for Eric 's school project,Eric's father and I were just discussing about the earthquake in Chile last week.,My father and I were just discussing about earthquakes for my school project last week.,"Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.","Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.",0,Eric 's father and I were just discussing about the earthquake in Chile last week .
6,"Eric realised some earthquakes are so small that machines can not pick up on them, thus, we can not feel them too.",machines can not pick up on them,"I realised some earthquakes are so small that they are not felt by the people on the ground, thus, we can not feel them too.","I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.","I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.I also found out that Indonesia sits on the Pacific ""Ring of Fire"" where many earthquakes and volcanic eruptions occur.","I was also relieved to hear that the area you lived in only experienced some slight tremors.I got more interested and concerned, so I continued searching on the Internet.I realised some earthquakes are so small that machines cannot pick up on them, thus, we cannot feel them too.I also found out that Indonesia sits on the Pacific ""Ring of Fire"" where many earthquakes and volcanic eruptions occur.Some earthquakes happened deep in the sea and are not noticed by people on land.",1,"I realised some earthquakes are so small that they are not felt by the people on the ground , thus , we can not feel them too ."
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,many buildings,The mountains gave way and thousands lost their homes.,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.",0,The mountains gave way and thousands lost their homes .
6,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,the largest earthquake,I found out from the Internet that the most number of people died in an earthquake that happened in Chile in May 1960.,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,"My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.","Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.",0,I found out from the Internet that the most number of people died in an earthquake that happened in Chile in May 1960 .
6,I found out from the Internet that the largest earthquake happened in Chile in May 1960.,that the largest earthquake happened in Chile in May 1960,"I found out from the Internet that the earthquake that happened in Japan killed more than 10,000 people.",I found out from the Internet that the largest earthquake happened in Chile in May 1960.,"My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.","Dear Cousin Mary, How are you?My father and I were just discussing about earthquakes for my school project last week.I found out from the Internet that the largest earthquake happened in Chile in May 1960.Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.",0,"I found out from the Internet that the earthquake that happened in Japan killed more than 10,000 people ."
6,I read on the newspaper that many buildings gave way and thousands lost their homes.,the newspaper,I read on the internet that many buildings gave way and thousands lost their homes.,I read on the newspaper that many buildings gave way and thousands lost their homes.,"Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.","Also, an earthquake that happened in 1556 in China killed the most number of people.Then last night, I heard about the earthquake in Lombok, Indonesia on the news.I read on the newspaper that many buildings gave way and thousands lost their homes.Luckily, there is no tsunami this time.I was also relieved to hear that the area you lived in only experienced some slight tremors.",1,I read on the internet that many buildings gave way and thousands lost their homes .
